id,sentence,label
683_2,windows the call pickcontactasync works receive wrong data instead example firstname lastname firstname lastname empty importantdates,0
683_3,birthday always set low values like try navigable contact outlookcom contactspeople app see right values,0
683_4,maybe missing something apt seems broken,0
683_5,windows the call pickcontactasync works receive wrong data instead example firstname lastname firstname lastname,0
683_6,although possible define custom etc events generate events publicly available cooling currently provide way get access events,0
683_7,windows phone developer power tools enable collection predestined profile use certain system events,0
683_8,appears way tell collect data custom event sources,0
683_9,although netbased store apes systemdiagnosticstracingeventsource class available used generate custom etc events doesn appear point moment can actually record events trace,0
683_10,clear duplicate reply thread points already log etc events pp,0
684_1,want ability record alongside systemprovided etc events see codes activity fits system behaviour,1
684_2,although netbased store apes systemdiagnosticstracingeventsource class available used generate custom etc events doesn appear point moment,0
684_3,please get back old onedrive integration windows phone,1
685_1,used son fast able view pictures photo albums easily,0
685_2,pp takes long time load,0
685_3,happened facebook integration,0
685_4,used good,0
686_1,could minimize minimize pictures minimize,0
686_2,purchased windows phone smooth integration slowly moving towards apes integration,0
687_1,microsoft provide system event smsreceived app notified sums received also need event phone call phonereveived,0
687_2,moreover better readily apt phone call history developer help make better phone call related app like andros,1
687_3,make madison windows phone sd able top use index make event tapped accessible madison,0
687_4,allow essaying application join default essaying application hut message full interaction,1
687_5,applications use apt hut message sendviewdeleteetc sums message hut uses apt others applications thing sendviewdeleteetc messages,0
687_6,means developer ability implement application axis message hut use,0
687_7,need windows phone synchronize clock via internet,1
687_8,countries work via provider services,0
687_9,include apt add remove activate cracking protection lists til drive data usage enable selective protection rogue sites cracking sense control,1
687_10,like desktop,0
687_11,provide help understand text coming cortanan,1
687_12,things think like understanding dates times,0
687_13,planning new agenda item example done nicely,0
687_14,pilot panorama controls option enabledisable wrapping,0
687_15,also stroll viewer option disabled overscrolling effect,0
687_16,program dont work windowsphone lived book connected false try war authclient new liveauthclient liveloginresult result await authclientloginasyncnew string wlsignin wlskydrive resultstatus liveconnectsessionstatusconnected connected true war connectclient new liveconnectclientresultsession war result await connectclientgetasyncme dynamic data meresultresult catch liveauthexception display error message,0
687_17,catch liveconnectexception display another error message,0
687_18,catch genetic exception obtain exception message object reference set distance object row liveloginresult result await authclientloginasyncnew string wlsignin wlskydrive authclient null,0
687_19,also wrote man forum received reply,0
687_20,catch genetic exception obtain exception message object reference set distance object row liveloginresult result,0
688_1,use recover files,0
688_2,hello silverlight cap apes forced use fast resume,0
690_1,broken app wipe tunes hastily submitted update transparent tile realised later fast resume causing issues secondary times etc,0
690_2,fast resume pretty much killed app can delete cap store looks like app able back store new name abandon previous customers,0
690_3,please can option wpappmanifest file until fast resume allow apes run fast resume mode like,1
691_2,,0
691_3,allow of capable windows phone pay wallet app using of locations card readers support,1
691_4,goose wallet able almost years,0
691_5,couture using goose wallet mud,0
691_6,support would destroy argument apple device agent going time soon would close gap functionality andros,0
691_7,developer need createedit document windows store apes,1
691_8,thereby integrate wirt apes office,0
691_9,openxml sd office wirt office primary interior assembly classes wirt win applications need productive business,0
691_10,microsoft pubcenter claims interstitial,0
691_11,however bigger formats interstitial know network,0
692_1,interstitial displayed break point app game,0
692_2,therefore app game developer much important good fill rate,0
692_3,allowing prefect allow developer optimism strategy,0
692_5,able show house pubcenter fill request,0
693_1,provide access cup you data,1
693_2,style part page fontstyle italian see font see rendered much bolder style rest page,0
693_3,see screenshots possible bug,0
693_4,give seen close need quite marked completed,0
693_5,dont know support current devices read of cardstags full low level,0
693_6,seems deceptive say device of capabilities reality read specific type tag,0
693_7,one products need support of card readingwriting existing devices several types cards fare ulm calypso desire maybe even give read functionality added devices specific of chisel currently present devices,0
693_8,please provide lowlevel readingwriting functionality of devices already field,1
693_9,one products need support of card readingwriting existing devices several types cards fare ulm calypso desire maybe even give read functionality,0
693_10,supreme annoying developing mortification wait time add inapt purchase product de center,0
694_1,sure think reason mortification needed there merely price key type,0
694_2,please remove cent process allow added instantly,1
694_3,parting windows app windows phone feel universal app temple already awesome could things increase even productivity create pages usercontrol holders lets face unless want create apes wont platforms well end creating pages controls versions,0
694_4,could create holders project bring classes pages user controls original project,0
695_1,stated older names use pages usercontrols rule could deal names well,0
696_1,use settingsflyouts took time delicate pages windows phone project,0
697_1,could automatic,1
697_2,likewise top bottom app bars windows could translated windows phone versions automatically example buttons found controls,0
698_1,stylesxaml whatever file contains temples style done,0
698_2,believe kinds automatic measures could taken remember porter simple pp,0
700_1,recognize threshold arrives code watching windows windows phone achieved much may matter anymore time would nice additions,1
700_2,stated older names use pages,0
701_1,wished pubcenter way merging apes platforms windows windows phone obviously includes universal apes,0
702_1,using headphones music pause cortanta notifies oncoming text message,0
702_2,music continue play respond ratification,0
702_3,however podacasts pause continue play inaudibly background interact cortanta,0
703_1,bug fixed media playing paused interesting cortanta,1
703_2,trial feature built automatic enforcement user prompting disabling etc windows store,1
703_3,windows store choose trial mode app pick number days want trial last,0
703_4,everything taken care,0
703_5,user installs trial tracks fact prevents starting new trial later,0
703_6,contrast windows phone world developer indicates trial mode store mentally track number days since install whether user purchased etc,0
703_7,user installs installs later developer idea,0
703_8,adding trialmode windows phone feels like implementandpray,0
704_1,absolutely love windows store implementation,0
705_1,two stores combining bring built trial mode support windows phone,1
705_2,contrast windows phone world developer indicates trial mode store mentally track number days,0
706_1,able start app like flashlight app directly ratification center,1
706_2,please add recent places suggestedstartlocation fileopenpicker apt,1
707_1,times hard navigable times location,0
708_1,please provide access calendar apt customize day style basin upon requirement,1
709_1,would much less frustration windowswindows phone developer hints sent mortification failed reports make easier tackle obvious issues arise restrictions windows windows phone,0
709_2,quite hard find solution something never heard right pointerskeywords could done efficiently nearly effortlessly,0
710_1,example obvious issue easy solution know something problem app failed mortification daylight theme problems,0
712_1,set background fixed color black code light theme font color set white black windows phone automatically hence text readable,0
713_1,problem occurred multiple tens code places case,0
714_1,adding following four lines report probably sent thousands times would saved hour searching efficient solution reading might help daylight theme problems visibilityapplicationcurrentresourcesphonedarkthemevisibility similar brushapplicationcurrentresourcesphonebackgroundbrush maybe additional links documentation would much less frustration windowswindows phone developer hints sent mortification failed reports make easier tackle obvious issues arise restrictions windows windows phone,0
714_2,set background fixed color black,0
715_1,closes alone nothing,0
715_2,implementing autoupload feature silverlight application causes application clickable auto unload settings menu within phone settings,0
715_3,information see,0
715_4,please release lock screen apt developerstreat every des equally,1
715_5,creating app uses mediastreamsource stream audit windows phone everything works great,0
715_6,parting app windows phone sound flickering components stick overflowing,0
716_1,discussion man forms sample project source code,0
716_2,publishing apes windows phone store windows app store,0
716_3,want bundle apes,1
718_1,unfortunately able set prices marketplace way,0
719_1,windows app store choose price tier,0
720_1,countries prices automatically set,0
721_1,windows phone store able set price county separately,0
723_1,need also windows app store,1
723_2,exchange rate low,0
724_1,rate set,0
724_2,calculate prices change price countries mentally lot countries change,0
724_3,willing charge less canada europe,0
726_1,change exchange rate argentina indonesia south africa,0
727_1,rates low set values mentally,0
727_2,checkbox add additional fee top normal store fee percentage net receipts deduced calculating application proceeds markets argentina chile colombia costa rich malasha mexico peru south africa,0
727_3,fee applies alternative payment methods,0
727_4,carrier filling credit card transactions windows phone store publishing apes windows phone store windows app store,0
728_1,calculate prices,0
728_2,currently possible change package identity name app published bit frustration,0
729_1,users dont like wait click pp,0
729_2,splash screen app making consumers wait actual screens load,0
729_3,gives impression app slow,0
730_1,think microsoft needs reconsider splash screens,1
730_2,users click app directly see laws,1
730_3,let normal oris able send modifications app using windowexternalnotify oris,0
730_4,give power developer decide page allowed use scriptnotify event,0
731_1,extend mediaelement support couture video simple,1
731_2,probably collaborate goose challenge,0
731_3,unless developer power store going win,0
731_4,bug easy reproduce war camp new writeablebitmap await wbmpsetsourceasyncstream stream comes picture larger size,0
731_5,check properties camp pixelwidth pixelheight pixelbufferlength length pixelbuffer totally wrong suffer size should wrong value comes original size,0
731_6,think bug think writeablebitmap decides update pixelwidth pixelheight property also update pixelbuffer data inconsistent,1
731_7,era connected,0
731_8,windows developer need axis control tunes display digital media screen time,1
732_1,make multitasking real thing like seeing video mind call brows thing,1
734_1,limit number apes according screen size,1
735_1,provide apt use montana services within apes well provide implementable interface expose appservices montana montana call methods developer worldwide extends functionality,1
736_1,please add axis sharing reading list,1
736_2,useful feature,0
736_3,would become even useful say could share reading list come extension mac desktop is,1
736_4,listview grouped items,0
738_1,listview gridrow selectionmodenone isitemclickenabledfalse itemssourcebinding sourcestaticresource csvlist listviewgroupstyle groupstyle groupstyleheadertemplate datatemplate grid border borderthickness borderbrushblue textbook textbinding key margin stylestaticresource subheadertextblockstyle foregroundwhite border grid datatemplate groupstyleheadertemplate groupstyle listviewgroupstyle listviewitemtemplate datatemplate datatemplate listviewitemtemplate listviewitemcontainerstyle style targettypelistviewitem setter propertyhorizontalcontentalignment valuestretch style listviewitemcontainerstyle listview use all definition work groupheader wide listview,0
738_2,reason insert widthbinding actualwidth elementnamehubevidenza modeoneway hubevidenza name root container subjection content groupstyleheadertemplate,0
738_3,work butte header first group displayed,0
739_1,problem windows windowsphone listview grouped items,0
740_1,work butte header,0
742_1,provide way get list installed applications phone,1
743_1,actually get respect users regional format settings,0
743_2,started windows phone emulation following configuration testing purpose language german region format settings irish,0
743_3,found way get information user set format settings irish,0
743_4,wish format daytime like user wants see,1
743_5,regional format automatic mean region set device language chose,0
744_1,devices set english want see timestamps dates german format,0
744_2,moment way get setting user made phone settings,0
744_3,devices set english want,0
744_4,apes windows phone able run lock screen quite time,0
744_5,new universal app model provide functionality,0
744_6,added future versions still important feature apes,1
745_1,windows phone introduces social extensibility framework,0
745_2,allows thirdparty apes integrate people hubs what new feed etc,0
745_3,currently integration locked select app developer given access,0
746_1,documentation windowsphonesocialintegration namesake also limited,0
746_2,would like microsoft open framework developer,1
746_3,understand framework still developed realword usage must first measured,0
746_4,allow used locally sideloading emulators,1
746_5,think could provide valuable feedback come exciting scenario using framework,0
746_6,think could provide valuable feedback come exciting scenario,0
746_7,create export projects win app instructions provide site trying install app win,0
746_8,cent,0
747_1,installed successfully,0
747_2,trying install app getting error,0
747_3,storeappappstudiowindowsanycpuappx,0
747_4,would allow binding invisible move scenario,0
747_5,possibly property named parent choose pour revealed,0
747_6,suitable move,0
747_7,like record audiovideo file playing audit file background,1
747_8,reason got figured company could microsoft could find can,0
747_9,killer app wait windows catch,0
747_10,dont know two sets speakers two microphone way separate left speaker right would make whole lot des happy able,0
748_1,convenient wiping gestures fun tap method,0
748_2,however wipe gestures tap methods,1
748_3,set difference wipe right launch settings menu wipe left launched apes list,0
748_4,currently developing app posting photo users picasa account,0
748_5,user requested app provide functionality edit given photo account unload new version,0
748_6,dont think best resources implement functionality many great photo editing apes already market,0
749_1,would like ability pass photo app app users choice via app picked supports selected photo type,1
750_1,user function within selected pp,0
750_2,add filter crop etc opened app pass edited file back pp,1
750_3,would extend power already available share pickets perform genetic tasks would result better experience user,0
750_4,keeping sandbag mentality,0
751_1,available wirt silverlight applications,0
752_1,user function within selected pp,0
752_2,thing would incredible phone make sound whistle cap hands certain pattern with could presented phone owner can find phone dont muddy around text find,1
753_1,lockscreen able chose tiny black outline around entering see what written properly clearwhite lock screen,1
753_2,able put transparent saved pen lockscreens like ratification center able control screen ratification center half open,1
754_1,able control music play pause next previous song into directly ratification center,1
754_2,box music able swap music player sideways,1
754_3,pictures needs open albums instead pictures mail center would awesome opened page separate accounts,1
754_4,chose one open,0
755_1,able put transparent saved pen lockscreens like ratification center able control screen,1
755_2,could please report includes prices final payment,1
755_3,companies need correct sales estimate accounts purposes,0
756_1,windows sd brought lot built transitions making easier develop nativelike pp,0
756_2,missing list animation seen settings essaying apes opening closing,0
756_3,properties like isstaggeringenabled isstaggerelement commonnavigationinfo class animation doesn feel like native one,0
757_1,thanks keep good work windows phone,0
757_2,make necessary conditions developer choose proper representing application high quality images application symbols store watching modern many apes simply ugly iconspixelatedandroid like pirates misleading,1
757_3,many times appsgames made free limited time offers promotions,0
757_4,users misses outneed category showing apes gone free price changelimited time offers like red strike deals,0
757_5,updated gives errordoesnt load page body tag contains unload windowlocation function,0
757_6,onloadwindowlocation,0
757_7,tried back restore yesterday,0
757_8,seems back restore apes,0
758_1,mostly nokias here apes examples nikita camera maps drive backed,0
758_2,needed install mentally,0
758_3,nikita apes installed default bought phone photo video related apes restored either,0
758_4,also restored phone maps drive times,0
758_5,sign saying apes even exist store,0
758_6,course exist store,0
758_7,installed mentally later,0
758_8,contact different default ringtone,0
758_9,restored either,0
758_10,contact ringtone,0
758_11,glance screen settings goes night mode backed restored,0
758_12,course exist store,0
758_13,recently use apt private client certificate,0
759_1,surprised read man returns nothing result async call,0
759_2,would really thought returns imported pox,0
759_3,scenario clearly see apt change would help improve code flow war clientcert ensurecertficatesasync function loggertracechecking client certificate clientcert loggerinfousing already loaded client certificate return winjspromiseasclientcert war certquery new certificatescertificatequery certqueryfriendlyname client cent return certificatescertificatestoresfindallasynccertquerythenfunctioncerts certslength return windowsstoragestoragefilegetfilefromapplicationuriasyncmsappxcertclientpfx thenwindowsstoragefileioreadbufferasyncthenfunctionbuffer war pox windowssecuritycryptographycryptographicbufferencodetobasestringbuffer loggerinfoinstalling client certificate return certificatescertificateenrollmentmanagerimportpfxdataasync pox xxxix certificatesexportoptionnotexportable certificateskeyprotectionlevelnoconsent certificatesinstalloptionsnone certqueryfriendlyname thenfunction search store could omitted loggerinfoclient certificate installed return certificatescertificatestoresfindallasynccertquery thenfunctioncerts return clientcert carts else loggerinfoclient certificate already installed return clientcert carts see installing pox query store fetch pox use calls filter,0
759_4,breaking change,0
760_1,current users expecting return success continuation check returned value,0
761_1,thanks consideration,0
762_1,scenario clearly see apt change would help improve code flow war clientcert ensurecertficatesasync function loggertracechecking client certificate clientcert loggerinfousing already loaded client certificate return winjspromiseasclientcert war certquery new certificatescertificatequery certqueryfriendlyname client cent return certificatescertificatestoresfindallasynccertquerythenfunctioncerts certslength return,0
763_1,lot,0
763_2,wife around displayed unable andros devices work fine,0
763_3,please arabic keyboard found lucia please support arabic,1
763_4,add cap support apes like explorer opera,1
763_5,currently sending email using attach photo,0
763_6,software needs access sky one drive option send files stored,1
763_7,common sense,0
763_8,could useful possibility use apt automatically disabled lock screen approaching house reverse enable lock screen leaving house,0
763_9,see feature already operational systems,0
763_10,case enterprise wants signed app installed using house touch kioskpcmachine possible using us installation,0
763_11,add pioneer payment method windows phone store windows store pubcenter earnings,1
764_1,need filter attachment grip case,1
765_1,note peri snapdragon support video recording lucia phone,0
765_2,think software update require,0
766_1,currently windows phone iddfactorycreatewicbitmaprendertarget strangely supported,0
766_2,would like one able software rendering using direct,1
766_3,quote windows phone web site windows phone introduces ability write certain drivers usermode drivers using mud,0
767_1,mud write mud drivers use style santa call many methods available kopf drivers limited phone makers gems,0
767_2,however since phone becoming like pus used hardware extensions starting appear like structure senior designed work phone andros,0
767_3,since mud us drivers absolutely safe harming system thus guarding penetrating network would good idea allow party registered device driver developer able develop mud signed drivers submitted testing approval devices mentioned,1
768_1,since mud us drivers absolutely safe harming,0
768_2,pp download appear report typically takes days delay least his per support,0
769_1,amazing platforms performing blazing speedsbenchmarked good operation management framework place,0
770_1,albeit takes his slow sometimes takes days,0
771_1,dashboard reporting needs somebody accountable attention,0
771_2,calendar tile date frozen hangs,0
772_1,happened big update,0
773_1,tile show current date events,0
774_1,give noticed happens tile shows birthday events,0
775_1,event new day arrives tile wont update,0
776_1,clinking tile still works calendar opens,0
776_2,know platform app purchased app linking,0
776_3,every phone use except windows write name dial pad contact list shown,0
777_1,windows every time had open contact search name,0
777_2,call jack had write,0
778_1,list appear select list call,0
779_1,push store apes adds man web site,0
780_1,using upgrade cell developer review,0
780_2,following observations time phone gets hang receiving callscells rings normally rings can picked phone remains lock screen hang state,0
781_1,force start require,0
781_2,mute option work smoothly,0
781_3,case mute phone state finger modifications media apes mute successfully unite function works smoothlyrestart required mute time observed always,0
781_4,functions working fine version,0
781_5,windows fantastic,0
782_1,windows,0
782_2,apologies posting wrong place,0
782_3,give also posted community site,0
783_1,since upbraiding latest cellular data unstablezero,0
783_2,shuts minutes although wildly still access no homage,0
784_1,seems particularly bad limit connection speed helps little,0
784_2,details hands nikita lucia operator unstablezero cellar data dating earlier update fine data working fine wife problem occurs twitching cellular data cellular data works minutes goes reports error cannot find server des error apes dont work facebook reports problem getting data cellular data icons keep flickering tingling airline mode off restored data minutes shutsoff checked an settings correct even mentally added identical an profile seems effect tingling airline mode selecting max connection speed seems help albeit marginal strangely even data connection stopped still allow access nos home page threecouk network directing gathering called no confirmed block account hard rest made difference including factory rest soft rest made difference using van phone him official nanosim three,0
784_3,give tried repeating turning data sense wifisense make difference please help,0
784_4,cheers alan apologies posting wrong place,0
785_1,details hands nikita lucia operator unstablezero cellar data dating earlier update fine data working fine,0
785_2,developer would like ease app submission process able unload app submission single archive package per submission,1
785_3,archive could zip file contain metadata could all file supporting files cap screenshots etc,1
785_4,store team needs ingest app provide store,0
788_1,apple provides similar capability via tunes connect,0
789_1,capability would enhance submission experience would also allow store submission added traced developer source control system tis git,0
789_2,rationally would also great capability support selection markets price points app intended target,1
789_3,starting point would fine developer download de center started temple zip file basic all temples slaveholder filename developer could tweakmodify app wants submit,0
789_4,capability would enhance submission experience would also allow store submission added traced,0
789_5,want log complaint unequal developer treatment due east africa,0
789_6,clot unequal favoritism going regards developer support issues like windows testing devices,0
789_7,certain people request devices get immediately,0
789_8,unequal judging process based friendship merits rather app quality,0
789_9,one see right egotistic,0
790_1,launch complaint behalf others good faith,0
790_2,kindly urge look matter,0
790_3,thanks advance,0
790_4,support windowsmediaediting apt windows,1
790_5,currently supported windows phone,0
791_1,change cellularsim back auto switch wife preferred network new manual data connection management annoying result data usage cellular network,1
791_2,http stick help write complete web server inside phone could use costing webpage downloading files phone via brother etc,0
791_3,able select default application certain functions,1
791_4,instance click hyperlinked phone number given option call phone type,0
791_5,would like able tell system always open type,1
791_6,maps couture links webster links also app etc,0
791_7,currently file simply flagged delete,0
791_8,file removed storage,0
791_9,today criminalgovernment spy world simply flagging file delete secure prying eyes,0
791_10,please consider adding option ease file overriding bits garage also catalogue entryfile name,1
791_11,actual measure background process,0
792_1,also consider adding group policy enforce measure,0
792_2,hey please please make classes framework like songcollection playlists etc immutable abstract,1
792_3,right impossible create custom playlist media player app without transferring songs iso,0
792_4,easy classes immutable song collection class used simply list one add remove song like collections mediaplayerplaysongcollection cold used effectively,0
792_5,extend background agent player play audit tracks song well thanks,1
792_6,problems contact class windows windowsphone code war new windowsapplicationmodelcontactscontactpicker pdesiredfieldswithcontactfieldtypeaddwindowsapplicationmodelcontactscontactfieldtypeemail ilistwindowsapplicationmodelcontactscontact contact await ppickcontactsasync contactscount french windowsapplicationmodelcontactscontact contact await new windowsuipopupsmessagedialogcfirstname clastname cidshowasync windows field lastname always empty field firstname also contains lastname,0
792_7,windowsphone contents fields firstname lastname correct run app smartphone pickcontactasync method crash code work well windows phone deploy visual studio device problems contact class windows windowsphone code war new windowsapplicationmodelcontactscontactpicker pdesiredfieldswithcontactfieldtypeaddwindowsapplicationmodelcontactscontactfieldtypeemail ilistwindowsapplicationmodelcontactscontact contact await ppickcontactsasync contactscount french windowsapplicationmodelcontactscontact contact await new windowsuipopupsmessagedialogcfirstname clastname cidshowasync windows field lastname always empty field firstname also contains lastname,0
792_8,windowsphone contents fields firstname lastname correct run app smartphone pickcontactasync method crash code work well windows phone,0
792_9,reason entering number front smaller task app results message please enter service codes directly phone keypad,0
792_10,means can use grm service codes smaller pp,0
792_11,settings conditional call forwarding needs front,0
792_12,love universal app approach,0
792_13,pp need alarm,0
792_14,found man alarm manager class supported,0
792_15,stick sliverlight,0
792_16,alarm feature implements wirt support phone,0
792_17,found one interesting thing try install apes different types silverlight silverlight universal app card,0
792_18,first set store new apes card storage sense start install three apes,0
792_19,installation see silverlight app installed phone move though storage sense,0
792_20,silverlight app installed phone move though storage sense,0
792_21,universal app installed directly,0
792_22,universal pp,0
792_23,hate turning games music volume can hear phone ring later forget turn volume back,0
792_24,add properties gridviews controls,1
792_25,woolen adaptitemheight inter maxnumberofcolumns adaptitemheight set true height gridviewitems variable,0
793_1,item adapt height content,0
793_2,maxnumberofcolums limit number columns,0
793_3,property especially useful adaptitemheight set true,0
793_4,bit surprise action center,0
793_5,think thought like hut,1
793_6,right double experience live times provide,0
793_7,nice ratification news example able read short extract experience dynamic rich modifications displayed gesture left side home screen edge wipe apes running make lock screen customizable app make icons operable tap instead unrolling notify center form top bit surprise action center,0
793_8,nice ratification news example able read short extract experience dynamic rich modifications displayed gesture left side home screen edge wipe apes running make lock screen customizable,0
793_9,would much comfortable able read entire ratification center modifications,1
793_10,currently hard debut horrid webapps,0
793_11,create review simply cannot see do normal information see what going goes wrong goes wrong,0
793_12,platforms like is andros feature means debut review via desktopbrowser,0
793_13,connect phone mac view review salary going developdebug,0
793_14,door andros devices open come aboutdevices,0
793_15,gives webdevelopers easy way debut applications see goes wrong lot wrong better still easy make crossplatform apes run like andros is,0
793_16,means inspect app site needs improved greatly,1
794_1,see console need mentally put things console doesn show errors even do,0
794_2,let alone inspect resources timeline htmlcssjavascript errors,0
795_1,framework like angular node query etc becoming popular really need means debut apes provide best web experience,0
795_2,gives webdevelopers easy way debut applications see goes wrong,0
796_1,currently apes transferred accounts retaining believe rating users app etc,0
796_2,done support ticket,0
796_3,however apes inapt purchases eligible transferred,0
796_4,even caps completely removed app delete developer account,0
796_5,pp ever cap eligible transfer,0
796_6,understand might high priority platform grows seems absolutely necessary,0
796_7,apes would like transfer caps cannot,0
796_8,reason removed caps make apes eligible transfer,0
796_9,quite unfortunate,0
796_10,reasons transfer app transfer ownership different person group app purchased different company,0
796_11,ideally would great transfer app including caps intact,1
796_12,logistically imagine nightmare might,0
797_1,least caps removed app delete de account app become transferable,0
797_2,apes would like transfer caps cannot,0
797_3,copyfolderasync method missing wirt nonobvious reason,0
797_4,see example implementation,0
797_5,lucia running firmware revision number hardware revision number radio software version chip so version problem occurs read email pulled form microsoft exchange server using built exchange client,0
797_6,problem following nature reading long correspondence mail multiple reply all press back button screen goes black back mailbox view,0
798_1,press home button takes approve seconds home screen appear,0
798_2,ideas report developer forum place,0
799_1,dean,0
799_2,ideas report,0
799_3,put back games games older,1
799_4,apply new policies already existing especially related name existing credibility market lost,0
799_5,pp store current policies time point applying new policies make developer work old stuff,0
799_6,developing app genetic policies make sense,0
799_7,developer submitted app failing reasonpolicies worth sending developer exactly happened higher pp,0
800_1,things went wrong rather saying app failing genetic message use app already developed reading policies understanding policies,0
800_2,simply say app failed policy number developer benefit rather confused couple times frustration,0
800_3,little developer may think anyway going thou what point spending time,0
801_1,responsible give specific details app failed rather pointing policies talks several things,1
801_2,may works firmcompany independent developer source helper,0
801_3,simply say app failed policy number developer benefit rather,0
802_1,windows phone default calculated annoying without able copy paste numbers calculated pp,0
803_1,find mentally tax get figures enter,0
803_2,easy fix add copy paste function adding figures copying figures,1
803_3,windows phone,0
803_4,needs copy paste functions import export figures calculated,1
803_5,copy number internet documents try put calculated pp,0
804_1,find mentally,0
805_1,would convenient copyandreplaceasync method would return something similar copyasync method,1
805_2,namely file replaced,0
805_3,would make channing additional operations much easier,0
805_4,enter things like version number application name etc submitting new app grounds making mistakes,0
806_1,pp manifest give already put version number give already put application name,0
806_2,unload cap store look manifest prepopulate corresponding fields submission instead giving chance dispatch,0
806_3,wife terrible update,0
806_4,used get wife whole yard,0
806_5,get standing outside wall outer,0
808_1,idea large size times interactive live times next pause pre songs box music live times read mail without open app etc photo background dark light like windows,0
808_2,lets make windows phone colourful,1
809_1,apes sort name date installed used official app older windows phone name group like windows make settings like control panel windows,1
810_1,idea please vote,0
