id,sentence,label
1515_6,add quick access block buttonfunction used receiving spasm chat,1
1515_8,would like see monthlyyearly subscription model introduced let charge users year app example,1
1515_10,really need assembly binding direction publisher policies windows phone,1
1519_3,would great could add pig support medialibrary save high quality pig files picture library,1
1519_5,able use simple compressed was files would open many possibilities ring tone editors make files recorded microphone ready used ringtones,1
1519_6,would great windows phone development team could allow use rest streaming protocol net compact framework use,1
1520_2,provide preference setting categories apes long list categories app store rather names alphabetical orderthis extremely helpful people lots apes provide ability maintain uniformity making user friendly,1
1520_3,provide liability live times start menuespecially one needs drag multiple times long list,0
1520_4,please get metequotes make metatrader windows phone,1
1520_5,need longer class log errorinfoverbose demon information,1
1521_1,available androidit improves debugging process,0
1521_3,displays certificate signer information could easily unload two certificates different cos service names issued single would way telling apart,0
1522_1,minimal show subject matches service name provide client code along signer,1
1523_1,ideally would allow download certificate purification least provide has unloaded certificate,0
1523_2,right unload supported certificate even selfsigned cent apphub provide feedback,0
1523_3,allow user able set custom reminder time hours hours calendar entry,1
1523_4,present provide fixed values like,0
1523_5,test club card app shows points clubcard bar code available phone scan checkout,0
1524_1,apes near able scan stores also shows points balance allows shop online collect near points,0
1525_2,would like button click select countries microsoft already accounts taxes,1
1530_1,support file transfer of files,1
1533_2,levy restrictions also heaped said user control order maintain performance sap battery life,1
1533_3,let live times live please,1
1533_4,alarm pips option edit reminder included instead constantly hit ooze exit reminder object,1
1536_1,need possibility set keyboard language code,1
1536_2,focus textbook opens keyboard german layout focus textbook opens keyboard greek layout,0
1536_3,desktop net problem windows forms inputlanguagecurrentinputlanguage inputlanguagefromculturenew systemglobalizationcultureinfoareg of exact need inputlanguagemanagersetinputlanguagetextbox new systemglobalizationcultureinfoenus inputlanguagemanagersetrestoreinputlanguagetextbox true tested works fine,0
1536_4,keyboard installed nothing changes current layout remain,0
1537_1,please implement important translation application,0
1538_1,suggest create hardware rating like ones windows we smartphone order help users developer match hardware apes games,1
1538_2,think rating even enable developer create different versions app pointing specific hardware,0
1538_3,would nice able use computer keyboard using emulation,1
1538_4,bit frustration type mouse,0
1538_5,cannot use important libraries background agent like microsoftdevicessensors limited power great good application,0
1538_6,currently pin album would useful pin single image tile way easy access,1
1538_8,school schedule bus route picture someone like,0
1538_9,current control clashes app uses silverlightxna horrid mode,0
1538_10,apparently never worked communicated des,0
1538_11,normally would say unacceptable given silverlightxna horrid new big thing issue needs immediate attention,0
1538_12,useful want add appointment timelocationnotes previous one,0
1538_13,currently press hold appointment calendar option edit delete,0
1538_14,either renter into change date old appointment ideal lose record old appointments,0
1538_16,local scout show results ability state radius current location business within radius shown could greatly exceed also searching company name small businessrestaurant would good could show within local results,1
1538_17,often try search restaurant result local instead find webster postpone,0
1538_18,would save haste make planning journeys much simpler,0
1539_1,allow app disabled text essaying review,1
1542_1,allow users link app people hut directly,1
1542_2,apt access contact information would useful immediately able click contact open related pp,1
1542_3,type twitter etc,0
1543_1,add full support regioninfo add possibility instanciate one two letter iso code,1
1543_2,use distal country name user language,0
1544_1,add option hide keyboard specially want copy long text keyboard takes around led space leaving tiny window work,1
1544_2,exactly title says,0
1544_3,please create test clubcard pp,1
1545_1,allow ability view sal certificates connections option install,1
1545_5,suggests add kind storage store gas roi,1
1545_6,addition storage may integration contact allow user geographical map contact,1
1548_1,port internet explorer mobile version soon ready get new features mobile phone build better webapps windows phone,1
1548_2,pus support fixed possitioned elements,1
1549_2,like times various colours start screen,1
1549_6,allow access raw data signal strength information allow creation indoor location petitioning using available wife bluetooth cellular network gas data available,1
1549_14,would nice app longed things happen phone,1
1549_15,would also great icon status bar indicates new eventsnotifications,1
1552_1,like ability application quick loaded righthand order lock keypad,1
1552_2,possible allow button overriding pressed locked screen process,1
1554_1,also want able set left power batterysaver kicks,1
1555_1,default setting way later prefer remaining turning,1
1555_4,it convenient developer without actual devices test apes mortification requirements everything could actually tested emulation,1
1556_1,please upgrade couture app microsoft corps retro instead directing mobile site,1
1558_5,expose songcollection class add remove song objects custom song collections,1
1558_7,allow backgorundaudioagent utilise na framework devices song library played manipulated background,1
1558_8,would also need provide conversion mechanism convert song audiotrack default file type bad,1
1558_9,relax restrictions around application running locked screen ardor background,1
1558_13,unless course predetermined songcollection songcollection limitedplaylist,0
1558_15,need ability build apes capable video editing,1
1559_1,please devgroup make axis enable developer build apes include ability video trimming editing saving video library,1
1559_2,needed build void application,0
1560_1,playing audit stream loudspeaker uncomfortable users,0
1560_2,sir samson omit running latest update,0
1560_3,charged phone key press becomes baggy hard,0
1562_1,allow applications define custom shades his,1
1563_1,allow sophisticated game graphics realize image processing,0
1563_2,also allow access uncover library hardware accelerated apes generate video,1
1564_1,also allow apes read existing video modify frames write back,0
1564_2,gas cracking apes,0
1566_1,andros app displays local wife connections channel number strength course name,0
1567_1,of one like,0
1567_2,currently detect control embedded june player currently playing,0
1567_3,cannot done party apes implementing background audit streaming like soundtracker etc,0
1567_4,hello thank site,0
1567_5,happy able scan barcodes search button would like use application,0
1571_4,design guideline law,1
1572_1,allow ugly interface stricter things like navigation general look feel even animation,1
1573_1,give developer good explanation wrong enforce good design,1
1573_2,something responsive allowed unless clear good reason,1
1573_3,apes take longer seconds start need explain would take longer,1
1573_4,make marketplace highest quality,1
1573_5,support well like rest world microsoft done many times developer starting look stupid years behind mobile market calmer pads lowered pus gates internet fad enough admit wrong early rather late much easier way,1
1573_6,biggest problem almost exclusively run working apes layout performance silverlight,0
1574_1,takes quite effort work around problem,0
1575_1,according web searches problem felt lone,0
1577_1,it great would work solution improve situation,0
1577_2,often come across word app might know want confirm meaning could look right without need exit another pp,1
1577_3,god enjoy platform ever make landscape like coming windows like original tile home screen,1
1578_1,address bar added calendar items give location appointmentmeeting,1
1578_2,address visible being maps showing location calendar item,1
1579_1,vice versa able schedule via being maps adding location maps linking calendar,1
1580_1,return back multitask support may optional significant improve advanced users experience,1
1580_3,current situation almost impossible create kind applications different traces survilence etc,0
1580_4,color picked control like one phone settings would really useful apes want offer user choice colors,1
1580_5,know code one one standard controls,0
1580_6,current mobile brother support keep correctly,0
1580_8,like show couture video pp,0
1581_2,would like control size petitioning playback video,1
1582_1,option change working buttons double click slight,1
1585_3,allow video camera control start stop recording touch screen instead camera button,1
1589_2,domo prototype category like exists andros would solve issue,1
1589_3,number contact added group restricted please remove cap,1
1589_4,already music streaming supported single songs,0
1589_5,would great add albums skydrive stream directly,1
1589_6,preferably albums would integrated music video hut similarly now skydrive pictures integrated pictures hut,1
1589_7,modifications exist pull shade iosandroid style,1
1589_8,pull shade take color theme chosen phone,1
1589_9,modifications exist within shade black times illustrate ratification type short phrase email sums text facebooktwitter mention etc,1
1589_10,background agent enable time execute application event execute periodically,1
1589_11,ability add custom buttons system call app like screenshots click button launch callback access,0
1589_12,access call voice stream snout,0
1589_13,access call controls initiate new call end exists etc features provided standard buttons call page,0
1590_1,current hit back button holders mail app takes back homescreen,0
1590_2,please fix goes back into exit pp,0
1590_3,addition current alphabetical view add sorting option like sort last installed sort recently accessed also would nice shortest screen like fullscreen blue alphabet times dates day ago week ago weeks ago,1
1590_4,something like actual webbrowsertask yuri pointing file isolatedstorage,0
1591_1,add method run another app passing parts,1
1591_2,function costume tile depending mood,1
1592_1,homescreens tile automatically arranged recent used apart latest updated,0
1592_2,would better,0
1594_1,let buy internet free sums minutes career codes,1
1595_1,let call codes think one important things,1
1596_3,support word wrap something would let give meaningful titles apes less app title applications,1
1599_2,ability broadcast bind sockets port would handy making local client server applications need specify server,1
1600_4,want clean simple interface works,1
1600_12,example wrote four applications two days,0
1600_13,getting published took three months,0
1602_1,right,0
1603_1,process particularly someone age getting dreamspark account particularly missed webster app hut account absolutely awful,0
1603_2,windows phone de powerless without low level apt access drivers add features phone,0
1603_3,developed app plays audit using backgroundaudioplayer,0
1603_4,listening audit bluetooth pause audit bluetooth device disconnected audit resumes playing,0
1603_5,run continuous background processing app frequency analysis mid anyone cares,0
1603_6,like control priority background thread make user experience better,1
1603_7,note microsoft bought type need app includes facebook chat type chat video call normal calling,1
1603_8,enterprise feature,0
1603_9,calendar functionality allow specifying end date meeting appointment,0
1603_10,bring back recurrence could create complex meeting schedules,1
1603_11,write app simulate keyboard mouse need software,0
1603_12,sd give explorer view isolated storage download unload isolated storage files device desktop,1
1603_13,help testing debugging applications use isolated storage significantly,0
1604_1,possible send email attachment,0
1605_1,applying job,0
1605_2,faster way switch vibration open settings ringtonessounds,0
1605_3,would nice switches volume control like button ringsilent,1
1606_1,andros gives capability see much storage particular app uses could really,1
1606_2,ever make call phone screen goes dark even putting ears,0
1606_3,give read clot concerns regarding problem,0
1607_1,user able see reviews made people countries,0
1607_2,denmark many users yet lot apes show marketplace without reviews even though see apptracker exist reviews,0
1607_3,sell phone twenty sliding like etc pro arrive providing landscape apes something ridiculous unfair,0
1607_5,enter wrong word keyboard dictionary tying word,0
1607_6,way remove clear full dictionary using keyboard tying settings rest suggestions,0
1607_7,need way select words want delete,1
1607_9,control send desired picture native pinch room controller,0
1607_10,one line code enable native picture viewer pinchtozoom,0
1607_11,instead tap screen choice locking top screen,1
1607_12,twenty social network facebook spanish english caravan would useful spanish people south americans people signed integrated people hut,1
1607_13,lot spanish friends hesitated buy windows phone finally buy favourite social network want neither marketplace neither people hut,0
1607_14,andros pull ratification area well live tile modifications come using app pin start screen still know ratification,1
1607_16,possibility viewer written war files native support war would good job,0
1607_17,built support dews devices would nice especially printing wad printers capturing images wad manners would significant feature,1
1607_18,implementing protocol impossible printing applications would welcome developer end users well available office applications etc,1
1607_19,phone lost allow remote setting custom message lock screen contact information,1
1607_21,picturedecoder decide pg run thread,0
1607_22,especially thinking tile generation background agents like enriched picturedecoder able run thread decide pig well,1
1607_23,extended ability highlight text links within apes facebook twitter copy paste individual textword highlight text bubble txt,0
1607_24,improved text edit curses petitioning highlighting text close top screen far strolling plays and makes awkward get right,0
1607_25,wife data transfer,0
1608_1,ability applications follow data connection device especially edges etc,0
1608_2,run background tasks live times carriers provide limited amount connection,0
1609_1,able call managed code functionality silver light,0
1609_2,windows phone silverlight dont provide all system windows brother,0
1610_1,better multitasking ability background applications,0
1611_1,example playing game pause want play later,0
1611_2,want use phone usual apes kind stuff,0
1611_3,later want continue playing paused hold back button see game open background latest apes,0
1611_4,would really cool developer could get apt access box live gamertags way make users create new account play multiplayer games,1
1611_5,would also help lot leaderboards,0
1611_6,look popular programs field photoshop office come etc one thing always constant party extensability,0
1612_1,bring windows phone native apes,0
1613_1,instead making new camera app allow extend native one,1
1613_3,bring native apes including office dealer people hut etc,0
1613_4,tax useful jump textbook another,0
1615_1,registration forms using keyboard,0
1615_2,arrows keys move early thought text,0
1619_1,groups need stroll case want find single contact,0
1619_2,button open lettergrid jump desired point list,0
1619_3,would like work like walgreens pp,0
1619_4,mange way switch tax slow please implement quicker way roll back previous is come,1
1619_5,greater permission manage music,0
1619_6,help define current position current music mediaplayer june seek position,1
1619_7,obtain another possibilities move music default button fast forward,0
1619_8,windows desktop altar used switch quickly apes,0
1619_9,need something fast,0
1620_1,one suggestion double tap home icon quickly see list open apes shown currently,1
1622_1,faster holding back key time,0
1622_2,june paper support custom code plain one play format,1
1622_3,please expand messageboxbutton option silverlight include yes yesnocancel option,1
1624_1,would nice moral control standard applications additional user choice available,1
1624_2,mutitasking area every app opened,1
1625_1,last five frozen restarted,1
1625_2,close app user able use hers finger flick upwards weeks style,1
1625_4,addition user able take screenshot within multitasking area using finger gesture drag app toward bottom screen screen capture icon appear outer edges icon fill green one edges,1
1625_5,useful sign static,1
1625_6,iv begins widely supported,0
1625_7,available older would great see included later,0
1625_8,allow son exchange notes,1
1625_9,push modifications easily noticeable history tile also tell missed something,1
1625_10,tile counts nice dont every app pinned want way,0
1625_11,history one days modifications would enough,0
1625_12,would really nice share task could pass stream order share image,1
1625_13,task could bring interface share photo pictures library,0
1625_14,would make simple share photo facebook twitter user already set,0
1625_15,would also make possible finally share photo via sums email programmatically,0
1625_16,examples goose able add goose support people hubs,0
1625_17,amazon able integrate cloud music fearlessly musicvideo hut,0
1625_18,flick able integrate picture hut,0
1625_19,searching market able open app already installed,1
1625_20,please provide axis call forwarding call management functionsholdunholdswapconferenceetc,1
1625_21,user would like able select songs put device library wake,1
1626_1,developer allow user choose songs included pp,0
1627_1,main workaround seen various alarm clock apes force user keep app open night particularly awesome battery life,0
1627_2,add option customize size pictures unloaded skydrive send via mail,1
1627_3,also add option autoupload full images skydrive present lucia,1
1627_4,right start apes holding windows button saying start appease,0
1627_5,would great could start app adding instructions example facebook show messages office create new word document prime mark house season episode watched,1
1627_6,holding phone one hand palm hand thumb come close search button stretch far often send search function testing writing email,0
1627_7,possibility controls somehow made less sensitive become mechanical click,0
1627_8,touchmove event called move finger across screen,0
1627_9,cannot create complex html pages fixed header scrollable content,0
1627_10,move content per javascript touchmove event trigger,0
1627_11,please implement whole touchapi internet explorer webbrowser control,1
1627_12,important mobile webster phone andros support,0
1627_13,email non suitable,0
1627_14,enable picture password windows,0
1627_15,meeting multiple sums email services,0
1627_16,thinking sd allow create account pp,0
1627_17,like goose facebook linked want create contact calendar access message hut also writing messages account,1
1627_18,marketplace unload kind restricted avoid problems,1
1628_1,reading web page document would find incredibly useful able jump jump document without endless wiping,0
1629_1,elements one day,0
1630_1,can see,0
1631_1,slightly fustrating one two screenshots take longer load cannot skin wiping images,0
1632_1,like windows mobile older version,0
1632_2,currently review page app list conceptual menu,0
1633_1,pleasant main page app marketplace see general presentation screenshots users reviews,1
1633_2,add capability enter manual parameter visual voicemail,1
1633_3,currently applications view the jumplist appears apes,0
1633_4,apes already difficult find app think jumplist should always available,1
1633_5,believe strolling improved,0
1633_6,sometimes users viewing long document sometimes might want skin middlelower section,0
1633_7,strolling seems take little long,0
